,l1,l2,dropout,valacc
0,0.0001,0.0,0.1,"[0.32588061690330505, 0.38156506419181824, 0.40835267305374146, 0.4621388018131256, 0.45981860160827637]"
1,1e-05,0.0,0.1,"[0.3203965425491333, 0.4838641583919525, 0.5142375230789185, 0.4648808240890503, 0.4665682315826416]"
2,1e-06,0.0,0.1,"[0.4085635840892792, 0.4009702503681183, 0.392322301864624, 0.3792448937892914, 0.438726007938385]"
