acc,loss,l1,l2,drop
0.4899810254573822,106.11693572998047,0.1,0.0,0.0
0.5102298855781555,29.480915069580078,0.01,0.0,0.0
0.5260493755340576,8.371711730957031,0.001,0.0,0.0
0.4897700846195221,5.117588520050049,0.0001,0.0,0.0
