acc,loss,l1,l2,drop,lr
0.4399915635585785,57.682838439941406,0.0,0.0,0.01,0.0
0.4979962110519409,3.7836179733276367,0.0,0.0,0.001,0.0
0.522674560546875,2.708190441131592,0.0,0.0,0.0001,0.0
0.5142375230789185,2.3400633335113525,0.0,0.0,1e-05,0.0
